id; subtype; type; rarity; carry_limit; carry_limit_twisted; sort_order; flags; icon_id; icon_color; sell_price; buy_price; name; description
366; 0; 1; 3; 99; 99; 1296; 0; 41; 2; 980; 980; Rathian Spike; Rathian material. Obtained by carving its severed tail. Grants poisonous properties.
367; 0; 1; 4; 99; 99; 1299; 2048; 61; 2; 2400; 2400; Rathian Plate; Rathian material. A valuable find, used to fortify gear. Said to be quite hard to come by.
368; 0; 1; 5; 99; 99; 1289; 0; 43; 2; 1060; 1060; Rathian Scale+; Rare Rathian material. Mostly obtained by carving. Broadly used for many purposes.
369; 0; 1; 5; 99; 99; 1292; 0; 46; 2; 1560; 1560; Rathian Carapace; Rare Rathian material. Mostly obtained as a reward. Solid, used to craft gear.
370; 0; 1; 5; 99; 99; 1297; 0; 41; 2; 2240; 2240; Rathian Spike+; Rare Rathian material. Obtained by carving its severed tail. Grants poisonous properties.
371; 0; 1; 6; 99; 99; 1300; 2048; 9; 2; 6000; 6000; Rathian Ruby; A rare gem said to have formed within Rathian tissue. Used to dramatically improve gear.
372; 0; 1; 5; 99; 99; 1302; 0; 43; 8; 1260; 1260; Pink Rathian Scale+; Rare Pink Rathian material. Mostly obtained by carving. Broadly used for many purposes.
373; 0; 1; 5; 99; 99; 1304; 0; 46; 8; 1860; 1860; Pink Rathian Carapace; Rare Pink Rathian material. Mostly obtained as a reward. Solid, used to craft gear.
374; 0; 1; 3; 99; 99; 1309; 0; 43; 3; 440; 440; Tzitzi-Ya-Ku Scale; Tzitzi-Ya-Ku material. Mostly obtained by carving. Broadly used for many purposes.
375; 0; 1; 3; 99; 99; 1312; 0; 44; 3; 640; 640; Tzitzi-Ya-Ku Hide; Tzitzi-Ya-Ku material. Mostly obtained as a reward. Supple, used to craft gear.
376; 0; 1; 3; 99; 99; 1315; 0; 45; 3; 840; 840; Tzitzi-Ya-Ku Claw; Tzitzi-Ya-Ku material. Mostly obtained by carving. Sharp, used in many weapons.
377; 0; 1; 3; 99; 99; 1318; 0; 41; 3; 920; 920; Tzitzi-Ya-Ku Photophore; Tzitzi-Ya-Ku material obtained by breaking its pulse organs. Unusual, used for many purposes.
378; 0; 1; 5; 99; 99; 1310; 0; 43; 3; 840; 840; Tzitzi-Ya-Ku Scale+; Rare Tzitzi-Ya-Ku material. Mostly obtained by carving. Broadly used for many purposes.
379; 0; 1; 5; 99; 99; 1313; 0; 44; 3; 1240; 1240; Tzitzi-Ya-Ku Hide+; Rare Tzitzi-Ya-Ku material. Mostly obtained as a reward. Supple, used to craft gear.
380; 0; 1; 5; 99; 99; 1316; 0; 45; 3; 1640; 1640; Tzitzi-Ya-Ku Claw+; Rare Tzitzi-Ya-Ku material. Mostly obtained by carving. Sharp, used in many weapons.
381; 0; 1; 5; 99; 99; 1319; 0; 41; 3; 1680; 1680; Tzitzi-Ya-Ku Photophore+; Rare Tzitzi-Ya-Ku material obtained by breaking its pulse organs. Unusual, used for many purposes.
382; 0; 1; 3; 99; 99; 1321; 0; 44; 0; 650; 650; Paolumu Pelt; Paolumu material. Mostly obtained as a reward. Broadly used for many purposes.
383; 0; 1; 3; 99; 99; 1324; 0; 43; 0; 450; 450; Paolumu Scale; Paolumu material. Mostly obtained by carving. Solid, used to craft gear.
384; 0; 1; 3; 99; 99; 1327; 0; 46; 8; 950; 950; Paolumu Shell; Paolumu material. Obtained by breaking its tail. Used for many purposes.
385; 0; 1; 3; 99; 99; 1330; 0; 59; 0; 850; 850; Paolumu Webbing; Paolumu material. Obtained by breaking its wings. Lightweight, used to craft gear.
386; 0; 1; 5; 99; 99; 1322; 0; 44; 0; 1570; 1570; Paolumu Pelt+; Rare Paolumu material. Mostly obtained as a reward. Broadly used for many purposes.
387; 0; 1; 5; 99; 99; 1325; 0; 43; 0; 1070; 1070; Paolumu Scale+; Rare Paolumu material. Mostly obtained by carving. Solid, used to craft gear.
388; 0; 1; 5; 99; 99; 1328; 0; 46; 8; 2140; 2140; Paolumu Carapace+; Rare Paolumu material. Obtained by breaking its tail. Used for many purposes.
389; 0; 1; 5; 99; 99; 1331; 0; 59; 0; 2070; 2070; Paolumu Wing; Rare Paolumu material. Obtained by breaking its wings. Lightweight, used to craft gear.
390; 0; 1; 3; 99; 99; 1336; 0; 43; 10; 450; 450; Great Girros Scale; Great Girros material. Mostly obtained by carving. Broadly used for many purposes.
391; 0; 1; 3; 99; 99; 1339; 0; 44; 10; 650; 650; Great Girros Hide; Great Girros material. Mostly obtained as a reward. Supple, used to craft gear.
392; 0; 1; 3; 99; 99; 1342; 0; 41; 10; 950; 950; Great Girros Hood; Great Girros material. Obtained by breaking its head. Unusual and difficult to handle.
393; 0; 1; 3; 99; 99; 1345; 0; 45; 10; 750; 750; Great Girros Fang; Great Girros material. Obtained by breaking its head. Grants paralytic properties.
394; 0; 1; 3; 99; 99; 1348; 0; 52; 10; 850; 850; Great Girros Tail; Great Girros material. Obtained by carving its severed tail. Stiff, used to craft gear.
395; 0; 1; 5; 99; 99; 1337; 0; 43; 10; 1060; 1060; Great Girros Scale+; Rare Great Girros material. Mostly obtained by carving. Broadly used for many purposes.
396; 0; 1; 5; 99; 99; 1340; 0; 44; 10; 1560; 1560; Great Girros Hide+; Rare Great Girros material. Mostly obtained as a reward. Supple, used to craft gear.
397; 0; 1; 5; 99; 99; 1343; 0; 41; 10; 2180; 2180; Great Girros Hood+; Rare Great Girros material. Obtained by breaking its head. Unusual, used in select gear.
398; 0; 1; 5; 99; 99; 1346; 0; 45; 10; 2060; 2060; Great Girros Fang+; Rare Great Girros material. Obtained by breaking its head. Grants paralytic properties.
399; 0; 1; 3; 99; 99; 1350; 0; 43; 0; 480; 480; Radobaan Scale; Radobaan material. Mostly obtained by carving. Broadly used for many purposes.
400; 0; 1; 3; 99; 99; 1353; 0; 46; 0; 680; 680; Radobaan Shell; Radobaan material. Mostly obtained as a reward. Solid, used to craft gear.
401; 0; 1; 3; 99; 99; 1356; 0; 41; 0; 960; 960; Radobaan Oilshell; Radobaan material. Obtained by carving its severed tail. Impact- resistant, used to craft gear.
402; 0; 1; 3; 99; 99; 1358; 0; 42; 0; 880; 880; Wyvern Bonemass; Radobaan material. Obtained by collecting rare drops. Highly dense, used for many purposes.
403; 0; 1; 3; 99; 99; 1362; 8192; 0; 0; 400; 400; Unavailable; Unavailable
404; 0; 1; 3; 99; 99; 1360; 0; 41; 0; 1120; 1120; Radobaan Marrow; Radobaan material. A valuable find, used to fortify gear. Said to be quite hard to come by.
405; 0; 1; 5; 99; 99; 1351; 0; 43; 0; 1080; 1080; Radobaan Scale+; Rare Radobaan material. Mostly obtained by carving. Broadly used for many purposes.
406; 0; 1; 5; 99; 99; 1354; 0; 46; 0; 1580; 1580; Radobaan Carapace; Rare Radobaan material. Mostly obtained as a reward. Solid, used to craft gear.
407; 0; 1; 5; 99; 99; 1361; 0; 41; 0; 2240; 2240; Radobaan Medulla; Rare Radobaan material. A valuable find, used to fortify gear. Said to be quite hard to come by.
408; 0; 1; 3; 99; 99; 1363; 0; 43; 3; 540; 540; Legiana Scale; Legiana material. Mostly obtained by carving. Broadly used for many purposes.
409; 0; 1; 3; 99; 99; 1366; 0; 44; 3; 790; 790; Legiana Hide; Legiana material. Mostly obtained as a reward. Solid, used to craft gear.
410; 0; 1; 3; 99; 99; 1369; 0; 45; 3; 1040; 1040; Legiana Claw; Legiana material. Mostly obtained by carving. Grants ice element properties.
411; 0; 1; 3; 99; 99; 1372; 0; 59; 3; 1080; 1080; Legiana Webbing; Legiana material. Obtained by breaking its wings. Supple, used to craft gear.
412; 0; 1; 3; 99; 99; 1375; 0; 52; 3; 1160; 1160; Legiana Tail Webbing; Legiana material. Obtained by breaking its tail. Supple, used to craft gear.
413; 0; 1; 4; 99; 99; 1377; 2048; 61; 3; 3000; 3000; Legiana Plate; Legiana material. A valuable find, used to fortify gear. Said to be quite hard to come by.
414; 0; 1; 5; 99; 99; 1364; 0; 43; 3; 1230; 1230; Legiana Scale+; Rare Legiana material. Mostly obtained by carving. Broadly used for many purposes.
415; 0; 1; 5; 99; 99; 1367; 0; 44; 3; 1830; 1830; Legiana Hide+; Rare Legiana material. Mostly obtained as a reward. Lightweight, used to craft gear.
416; 0; 1; 5; 99; 99; 1370; 0; 45; 3; 2430; 2430; Legiana Claw+; Rare Legiana material. Mostly obtained by carving. Grants ice element properties.
417; 0; 1; 5; 99; 99; 1373; 0; 59; 3; 2460; 2460; Legiana Wing; Rare Legiana material. Obtained by breaking its wings. Supple, used to craft gear.
418; 0; 1; 6; 99; 99; 1378; 2048; 9; 3; 7200; 7200; Legiana Gem; A rare gem said to have formed within Legiana tissue. Used to dramatically improve gear.
419; 0; 1; 3; 99; 99; 1386; 0; 43; 14; 560; 560; Odogaron Scale; Odogaron material. Mostly obtained by carving. Broadly used for many purposes.
420; 0; 1; 3; 99; 99; 1389; 0; 41; 14; 810; 810; Odogaron Sinew; Odogaron material. Mostly obtained as a reward. Solid, used to craft gear.
421; 0; 1; 3; 99; 99; 1392; 0; 45; 14; 1060; 1060; Odogaron Claw; Odogaron material. Obtained by breaking its forelegs. Sharp, used in many weapons.
422; 0; 1; 3; 99; 99; 1395; 0; 45; 14; 1120; 1120; Odogaron Fang; Odogaron material. Obtained by breaking its head. Sharp, used in many weapons.
423; 0; 1; 3; 99; 99; 1398; 0; 52; 14; 1240; 1240; Odogaron Tail; Odogaron material. Obtained by carving its severed tail. Stiff, used to craft gear.
424; 0; 1; 4; 99; 99; 1400; 2048; 61; 14; 3000; 3000; Odogaron Plate; Odogaron material. A valuable find, used to fortify gear. Said to be quite hard to come by.
425; 0; 1; 5; 99; 99; 1387; 0; 43; 14; 1240; 1240; Odogaron Scale+; Rare Odogaron material. Mostly obtained by carving. Broadly used for many purposes.
426; 0; 1; 5; 99; 99; 1390; 0; 41; 14; 1840; 1840; Odogaron Sinew+; Rare Odogaron material. Mostly obtained as a reward. Solid, used to craft gear.
427; 0; 1; 5; 99; 99; 1393; 0; 45; 14; 2440; 2440; Odogaron Claw+; Rare Odogaron material. Obtained by breaking its forelegs. Sharp, used in many weapons.
428; 0; 1; 5; 99; 99; 1396; 0; 45; 14; 2480; 2480; Odogaron Fang+; Rare Odogaron material. Obtained by breaking its head. Sharp, used in many weapons.
429; 0; 1; 6; 99; 99; 1401; 2048; 9; 14; 7200; 7200; Odogaron Gem; A rare gem said to have formed within Odogaron tissue. Used to dramatically improve gear.
430; 0; 1; 3; 99; 99; 1409; 0; 43; 1; 590; 590; Rathalos Scale; Rathalos material. Mostly obtained by carving. Broadly used for many purposes.
431; 0; 1; 3; 99; 99; 1412; 0; 46; 1; 840; 840; Rathalos Shell; Rathalos material. Mostly obtained as a reward. Solid, used to craft gear.
432; 0; 1; 3; 99; 99; 1415; 0; 59; 1; 1180; 1180; Rathalos Webbing; Rathalos material. Obtained by breaking its wings. Supple, used to craft gear.
433; 0; 1; 3; 99; 99; 1418; 0; 52; 1; 1270; 1270; Rathalos Tail; Rathalos material. Obtained by carving its severed tail. Compatible with fire element.
434; 0; 1; 3; 99; 99; 1420; 0; 45; 1; 1090; 1090; Rath Wingtalon; Material from Rathian and Rathalos. Obtained by breaking its wings. Sharp, used in many weapons.
435; 0; 1; 3; 99; 99; 1422; 0; 41; 1; 1360; 1360; Rathalos Marrow; Rathalos material. Mostly obtained by carving. Grants fire element properties.
436; 0; 1; 4; 99; 99; 1424; 2048; 61; 1; 3000; 3000; Rathalos Plate; Rathalos material. A valuable find, used to fortify gear. Said to be quite hard to come by.
437; 0; 1; 5; 99; 99; 1410; 0; 43; 1; 1250; 1250; Rathalos Scale+; Rare Rathalos material. Mostly obtained by carving. Broadly used for many purposes.
438; 0; 1; 5; 99; 99; 1413; 0; 46; 1; 1850; 1850; Rathalos Carapace; Rare Rathalos material. Mostly obtained as a reward. Solid, used to craft gear.
439; 0; 1; 5; 99; 99; 1416; 0; 59; 1; 2500; 2500; Rathalos Wing; Rare Rathalos material. Obtained by breaking its wings. Supple, used to craft gear.
440; 0; 1; 5; 99; 99; 1423; 0; 41; 1; 2600; 2600; Rathalos Medulla; Rare Rathalos material. Obtained by carving. Grants fire element properties.
441; 0; 1; 6; 99; 99; 1425; 2048; 9; 1; 7200; 7200; Rathalos Ruby; A rare gem said to have formed within Rathalos tissue. Almost too nice to use.
442; 0; 1; 5; 99; 99; 1427; 0; 43; 3; 1450; 1450; Azure Rathalos Scale+; Rare Azure Rathalos material. Mostly obtained by carving. Broadly used for many purposes.
443; 0; 1; 5; 99; 99; 1429; 0; 46; 3; 2150; 2150; Azure Rathalos Carapace; Rare Azure Rathalos material. Mostly obtained as a reward. Solid, used to craft gear.
444; 0; 1; 5; 99; 99; 1431; 0; 52; 3; 3000; 3000; Azure Rathalos Tail; Rare Azure Rathalos material. Obtained by carving its severed tail. Compatible with fire element.
445; 0; 1; 5; 99; 99; 1433; 0; 59; 3; 2850; 2850; Azure Rathalos Wing; Rare Azure Rathalos material. Obtained by breaking its wings. Supple, used to craft gear.
446; 0; 1; 3; 99; 99; 1440; 0; 46; 11; 620; 620; Diablos Shell; Diablos material. Mostly obtained by carving. Broadly used for many purposes.
447; 0; 1; 3; 99; 99; 1443; 0; 41; 11; 870; 870; Diablos Ridge; Diablos material. Mostly obtained as a reward. Solid, used to craft gear.
448; 0; 1; 3; 99; 99; 1446; 0; 41; 11; 1240; 1240; Diablos Tailcase; Diablos material. Obtained by carving its severed tail. Sturdy, but difficult to handle.
449; 0; 1; 3; 99; 99; 1448; 0; 45; 11; 1120; 1120; Diablos Fang; Diablos material. Mostly obtained by carving. Sharp, used in many weapons.
450; 0; 1; 3; 99; 99; 1449; 0; 45; 11; 1360; 1360; Twisted Horn; Diablos material. Obtained by breaking its horns. Stout, used in many weapons.
451; 0; 1; 3; 99; 99; 1453; 0; 41; 11; 1480; 1480; Diablos Marrow; Diablos material. A valuable find, used to fortify gear. Said to be quite hard to come by.
452; 0; 1; 5; 99; 99; 1441; 0; 46; 11; 1260; 1260; Diablos Carapace; Rare Diablos material. Mostly obtained by carving. Broadly used for many purposes.
453; 0; 1; 5; 99; 99; 1444; 0; 41; 11; 1860; 1860; Diablos Ridge+; Rare Diablos material. Mostly obtained as a reward. Solid, used to craft gear.
454; 0; 1; 5; 99; 99; 1450; 0; 45; 11; 2980; 2980; Majestic Horn; Rare Diablos material. Obtained by breaking its horns. Stout, used in many weapons.
455; 0; 1; 5; 99; 99; 1454; 0; 41; 11; 3040; 3040; Blos Medulla; Rare Diablos material. A valuable find, used to fortify gear. Said to be quite hard to come by.
456; 0; 1; 5; 99; 99; 1455; 0; 46; 10; 1450; 1450; Black Diablos Carapace; Rare Black Diablos material. Mostly obtained by carving. Broadly used for many purposes.
457; 0; 1; 5; 99; 99; 1457; 0; 41; 10; 2150; 2150; Black Diablos Ridge+; Rare Black Diablos material. Mostly obtained as a reward. Solid, used to craft gear.
458; 0; 1; 5; 99; 99; 1459; 0; 45; 10; 5700; 5700; Black Spiral Horn+; Rare Black Diablos material. Obtained by breaking its horns. Stout, used in many weapons.
459; 0; 1; 3; 99; 99; 1606; 0; 44; 0; 750; 750; Kirin Hide; Kirin material. Mostly obtained by carving. Broadly used for many purposes.
460; 0; 1; 3; 99; 99; 1609; 0; 41; 0; 1000; 1000; Kirin Tail; Kirin material. Mostly obtained as a reward. Compatible with thunder element.
461; 0; 1; 3; 99; 99; 1612; 0; 41; 0; 1250; 1250; Kirin Mane; Kirin material. Mostly obtained by carving. Highly thunder-resistant, used to craft gear.
462; 0; 1; 3; 99; 99; 1614; 0; 45; 3; 1750; 1750; Kirin Thunderhorn; Kirin material. Obtain by breaking its horn. Grants thunder element properties.
463; 0; 1; 6; 99; 99; 1607; 0; 44; 0; 1630; 1630; Kirin Hide+; Rare Kirin material. Mostly obtained by carving. Broadly used for many purposes.
464; 0; 1; 6; 99; 99; 1610; 0; 41; 0; 2430; 2430; Kirin Thundertail; Rare Kirin material. Mostly obtained as a reward. Compatible with thunder element.
465; 0; 1; 6; 99; 99; 1615; 0; 45; 3; 3200; 3200; Kirin Azure Horn; Rare Kirin material. Obtain by breaking its horn. Grants thunder element properties.
466; 0; 1; 5; 99; 99; 1623; 8192; 0; 10; 10; 10; Unavailable; Unavailable
467; 0; 1; 5; 99; 99; 1617; 0; 43; 10; 800; 800; Zorah Magdaros Heat Scale; Zorah Magdaros material. Mostly obtained as a reward. Broadly used for many purposes.
468; 0; 1; 5; 99; 99; 1618; 0; 46; 10; 1200; 1200; Zorah Magdaros Carapace; Zorah Magdaros material. Obtained as a rare drop or by mining. Solid, used to craft gear.
469; 0; 1; 5; 99; 99; 1619; 0; 41; 10; 1400; 1400; Zorah Magdaros Ridge; Rare Zorah Magdaros material. Mostly obtained as a reward. Stout, used in many weapons.
470; 0; 1; 5; 99; 99; 1620; 0; 41; 10; 1600; 1600; Zorah Magdaros Pleura; Rare Zorah Magdaros material. Obtained by breaking its chest. Heavy, used to craft armor.
471; 0; 1; 5; 99; 99; 1624; 8192; 0; 10; 10; 10; Unavailable; Unavailable
472; 0; 1; 5; 99; 99; 1621; 0; 22; 1; 3200; 3200; Zorah Magdaros Magma; Rare Zorah Magdaros material. Obtained by breaking its head. Unusual and difficult to handle.
473; 0; 1; 6; 99; 99; 1622; 2048; 9; 10; 6000; 6000; Zorah Magdaros Gem; A rare gem said to have formed within Zorah Magdaros tissue. Holds untold potential.
474; 0; 1; 5; 99; 99; 1461; 0; 43; 3; 1030; 1030; Dodogama Scale+; Rare Dodogama material. Mostly obtained by carving. Broadly used for many purposes.
475; 0; 1; 5; 99; 99; 1463; 0; 44; 3; 1530; 1530; Dodogama Hide+; Rare Dodogama material. Mostly obtained as a reward. Supple, used to craft gear.
476; 0; 1; 5; 99; 99; 1465; 0; 60; 3; 2120; 2120; Dodogama Jaw; Rare Dodogama material. Obtained by breaking its head. Unusual and difficult to handle.
477; 0; 1; 5; 99; 99; 1467; 0; 45; 3; 2060; 2060; Dodogama Talon; Rare Dodogama material. Obtained by breaking its forelegs. Heavy, used in many weapons.
478; 0; 1; 5; 99; 99; 1469; 0; 52; 3; 2210; 2210; Dodogama Tail; Rare Dodogama material. Obtained by carving its severed tail. Tough, used in many weapons.
479; 0; 1; 5; 99; 99; 1471; 0; 43; 10; 1280; 1280; Lavasioth Scale+; Rare Lavasioth material. Mostly obtained by carving. Broadly used for many purposes.
480; 0; 1; 5; 99; 99; 1473; 0; 46; 10; 1880; 1880; Lavasioth Carapace; Rare Lavasioth material. Mostly obtained as a reward. Solid, used to craft gear.
481; 0; 1; 5; 99; 99; 1475; 0; 45; 10; 2480; 2480; Lavasioth Fang+; Rare Lavasioth material. Obtained by breaking its head. Sharp, used in many weapons.
482; 0; 1; 5; 99; 99; 1477; 0; 41; 10; 2560; 2560; Lavasioth Fin+; Rare Lavasioth material. Obtained by breaking its dorsal fin. Used for many purposes.
483; 0; 1; 5; 99; 99; 1479; 0; 43; 4; 1460; 1460; Uragaan Scale+; Rare Uragaan material. Mostly obtained by carving. Broadly used for many purposes.
484; 0; 1; 5; 99; 99; 1481; 0; 46; 4; 2160; 2160; Uragaan Carapace; Rare Uragaan material. Mostly obtained as a reward. Solid, used to craft gear.
485; 0; 1; 5; 99; 99; 1483; 0; 60; 4; 2980; 2980; Uragaan Jaw; Rare Uragaan material. Obtained from breaking its jaw. Unusual, used in select gear.
486; 0; 1; 5; 99; 99; 1485; 0; 41; 4; 2880; 2880; Uragaan Scute; Rare Uragaan material. Obtained by carving its severed tail. Highly heat- resistant, used to craft gear.
487; 0; 1; 5; 99; 99; 1487; 0; 41; 4; 3100; 3100; Uragaan Marrow; Rare Uragaan material. A valuable find, used to fortify gear. Said to be quite hard to come by.
488; 0; 1; 6; 99; 99; 1488; 2048; 9; 4; 8400; 8400; Uragaan Ruby; A rare gem said to have formed within Uragaan tissue. Used to dramatically improve gear.
489; 0; 1; 5; 99; 99; 1490; 0; 22; 7; 1580; 1580; Lava Nugget; A rare conglomerate or ore found growing on an Uragaan. Comprised of various ores, melted together.
490; 0; 1; 5; 99; 99; 1567; 0; 43; 0; 1600; 1600; Bazelgeuse Scale+; Rare Bazelgeuse material. Mostly obtained by carving. Broadly used for many purposes.
491; 0; 1; 5; 99; 99; 1569; 0; 46; 0; 2400; 2400; Bazelgeuse Carapace; Rare Bazelgeuse material. Mostly obtained as a reward. Solid, used to craft gear.
492; 0; 1; 5; 99; 99; 1571; 0; 52; 0; 3600; 3600; Bazelgeuse Tail; Rare Bazelgeuse material. Obtained by carving its severed tail. Stiff, used to craft gear.
493; 0; 1; 5; 99; 99; 1573; 0; 41; 1; 4000; 4000; Bazelgeuse Fuse; Rare Bazelgeuse material. Obtained by breaking its head. Grants blast element properties.
494; 0; 1; 5; 99; 99; 1575; 0; 45; 0; 3200; 3200; Bazelgeuse Talon; Rare Bazelgeuse material. Mostly obtained by carving. Compatible with blast element.
495; 0; 1; 5; 99; 99; 1577; 0; 59; 0; 3400; 3400; Bazelgeuse Wing; Rare Bazelgeuse material. Obtained by breaking its wings. Hard, used in many weapons.
496; 0; 1; 6; 99; 99; 1579; 2048; 9; 0; 9600; 9600; Bazelgeuse Gem; A rare gem said to have formed within Bazelgeuse tissue. Used to dramatically improve gear.
497; 0; 1; 6; 99; 99; 1625; 0; 43; 10; 2100; 2100; Immortal Dragonscale; Rare Nergigante material. Mostly obtained by carving. Broadly used for many purposes.
498; 0; 1; 6; 99; 99; 1627; 0; 46; 10; 3200; 3200; Nergigante Carapace; Rare Nergigante material. Mostly obtained as a reward. Solid, used to craft gear.
499; 0; 1; 6; 99; 99; 1638; 8192; 0; 10; 10; 10; Unavailable; Unavailable
500; 0; 1; 6; 99; 99; 1629; 0; 52; 10; 4300; 4300; Nergigante Tail; Rare Nergigante material. Obtained by carving its severed tail. Stiff, used to craft gear.
501; 0; 1; 6; 99; 99; 1631; 0; 45; 10; 5000; 5000; Nergigante Horn+; Rare Nergigante material. Obtained by breaking its horns. Stout, used in many weapons.
502; 0; 1; 6; 99; 99; 1633; 0; 45; 10; 4500; 4500; Nergigante Talon; Rare Nergigante material. Mostly obtained by carving. Sharp, used in many weapons.
503; 0; 1; 6; 99; 99; 1635; 0; 41; 0; 3400; 3400; Nergigante Regrowth Plate; Rare Nergigante material. Obtained by collecting rare drops. Unusual, used to craft gear.
504; 0; 1; 7; 99; 99; 1637; 2048; 9; 10; 12000; 12000; Nergigante Gem; A rare gem said to have formed within Nergigante tissue. Holds untold potential.
505; 0; 1; 6; 99; 99; 1688; 0; 43; 0; 2250; 2250; Deceased Scale; Rare Vaal Hazak material. Mostly obtained by carving. Broadly used for many purposes.
506; 0; 1; 6; 99; 99; 1690; 0; 46; 0; 3350; 3350; Vaal Hazak Carapace; Rare Vaal Hazak material. Mostly obtained as a reward. Solid, used to craft gear.
507; 0; 1; 6; 99; 99; 1692; 0; 41; 14; 3500; 3500; Vaal Hazak Membrane; Rare Vaal Hazak material. Obtained by collecting rare drops. Grants dragon element properties.
508; 0; 1; 6; 99; 99; 1694; 0; 52; 0; 4900; 4900; Vaal Hazak Tail; Rare Vaal Hazak material. Obtained by carving its severed tail. Stiff, used to craft gear.
509; 0; 1; 6; 99; 99; 1696; 0; 45; 0; 4600; 4600; Vaal Hazak Fang+; Rare Vaal Hazak material. Obtained by breaking its head. Sharp, used in many weapons.
510; 0; 1; 6; 99; 99; 1698; 0; 45; 0; 4750; 4750; Vaal Hazak Talon; Rare Vaal Hazak material. Obtained by breaking its forelegs. Sharp, used in many weapons.
511; 0; 1; 6; 99; 99; 1700; 0; 59; 0; 4450; 4450; Vaal Hazak Wing; Rare Vaal Hazak material. Obtained by breaking its torso. Light yet firm, used to craft gear.
512; 0; 1; 6; 99; 99; 1703; 8192; 0; 0; 3480; 3480; Unavailable; Unavailable
513; 0; 1; 7; 99; 99; 1702; 2048; 9; 0; 12000; 12000; Vaal Hazak Gem; A rare gem said to have formed within Vaal Hazak tissue. Holds untold potential.
514; 0; 1; 6; 99; 99; 1646; 0; 46; 1; 3400; 3400; Teostra Carapace; Rare Teostra material. Mostly obtained as a reward. Solid, used to craft gear.
515; 0; 1; 6; 99; 99; 1648; 0; 41; 1; 3400; 3400; Teostra Mane; Rare Teostra material. Obtained by breaking its head. Highly fire-resistant, used to craft gear.
516; 0; 1; 6; 99; 99; 1650; 0; 52; 1; 4900; 4900; Teostra Tail; Rare Teostra material. Obtained by carving its severed tail. Stiff, used to craft gear.
517; 0; 1; 6; 99; 99; 1652; 0; 45; 1; 5500; 5500; Teostra Horn+; Rare Teostra material. Obtained by breaking its head. Stout, used in many weapons.
518; 0; 1; 6; 99; 99; 1654; 0; 43; 1; 2300; 2300; Fire Dragon Scale+; Rare Teostra material. Mostly obtained by carving. Broadly used for many purposes.
519; 0; 1; 6; 99; 99; 1656; 0; 45; 1; 4700; 4700; Teostra Claw+; Rare Teostra material. Mostly obtained by carving. Sharp, used in many weapons.
520; 0; 1; 6; 99; 99; 1658; 0; 59; 1; 4500; 4500; Teostra Webbing; Rare Teostra material. Obtained by breaking its wings. Supple, used to craft gear.
521; 0; 1; 6; 99; 99; 1660; 0; 13; 1; 3600; 3600; Teostra Powder; Rare Teostra material. Obtained by collecting rare drops. Unusual, used in select gear.
522; 0; 1; 7; 99; 99; 1661; 2048; 9; 1; 12000; 12000; Teostra Gem; A rare gem said to have formed within Teostra tissue. Within it lies unimaginable power.
523; 0; 1; 6; 99; 99; 1675; 0; 46; 10; 3300; 3300; Daora Carapace; Rare Kushala Daora material. Mostly obtained as a reward. Solid, used to craft gear.
524; 0; 1; 6; 99; 99; 1677; 0; 43; 10; 2200; 2200; Daora Dragon Scale+; Rare Kushala Daora material. Mostly obtained by carving. Broadly used for many purposes.
525; 0; 1; 6; 99; 99; 1679; 0; 59; 10; 4300; 4300; Daora Webbing; Rare Kushala Daora material. Obtained by breaking its wings. Lightweight, used to craft gear.
526; 0; 1; 6; 99; 99; 1681; 0; 45; 10; 4500; 4500; Daora Horn+; Rare Kushala Daora material. Obtained by breaking its head. Stout, used in many weapons.
527; 0; 1; 6; 99; 99; 1683; 0; 52; 10; 4800; 4800; Daora Tail; Rare Kushala Daora material. Obtained by carving its severed tail. Stiff, used to craft gear.
528; 0; 1; 6; 99; 99; 1685; 0; 45; 10; 4400; 4400; Daora Claw+; Rare Kushala Daora material. Mostly obtained by carving. Imbued with potent ice element.
529; 0; 1; 7; 99; 99; 1687; 2048; 9; 10; 12000; 12000; Daora Gem; A rare gem said to have formed within Kushala Daora tissue. Holds untold potential.
530; 0; 1; 6; 99; 99; 1711; 0; 43; 0; 3000; 3000; Xeno'jiiva Soulscale; Rare Xeno'jiiva material. The burnt scale still radiates vestiges of the hereafter.
531; 0; 1; 6; 99; 99; 1712; 0; 46; 0; 4000; 4000; Xeno'jiiva Shell; A rare piece of Xeno'jiiva shell, tempered to act as a vessel for the flames of the underworld.
532; 0; 1; 6; 99; 99; 1713; 0; 41; 3; 4300; 4300; Xeno'jiiva Veil; A rare Xeno'jiiva organ that stores energy that can be released in a violent torrent.
533; 0; 1; 6; 99; 99; 1714; 0; 52; 0; 6000; 6000; Xeno'jiiva Tail; A rare, strong Xeno'jiiva tail that can brush aside all enemies in a single lash.
534; 0; 1; 6; 99; 99; 1715; 0; 45; 0; 5600; 5600; Xeno'jiiva Horn; A rare Xeno'jiiva horn. During growth, it's theorized that it helps control the beast's power.
535; 0; 1; 6; 99; 99; 1716; 0; 45; 0; 5300; 5300; Xeno'jiiva Claw; A rare Xeno'jiiva claw, said to cleave soul from flesh.
536; 0; 1; 6; 99; 99; 1717; 0; 59; 0; 5000; 5000; Xeno'jiiva Wing; A rare Xeno'jiiva wing. The wing membrane shines with the divine light of a powerful deity.
